COUNTY,STATE,POPULATION,DATE
Gosper County, Nebraska,2028,2017-07-01
Grant County, Nebraska,649,2017-07-01
Greeley County, Nebraska,2374,2017-07-01
Hall County, Nebraska,61519,2017-07-01
Hamilton County, Nebraska,9207,2017-07-01
Harlan County, Nebraska,3443,2017-07-01
Chenango County, New York,47863,2017-07-01
Clinton County, New York,80980,2017-07-01
Columbia County, New York,60604,2017-07-01
Cortland County, New York,47786,2017-07-01
Delaware County, New York,45001,2017-07-01
Dutchess County, New York,295568,2017-07-01
Erie County, New York,925528,2017-07-01
Bollinger County, Missouri,12306,2017-07-01
Boone County, Missouri,178271,2017-07-01
Buchanan County, Missouri,89065,2017-07-01
Butler County, Missouri,42666,2017-07-01
Caldwell County, Missouri,9100,2017-07-01
Callaway County, Missouri,45032,2017-07-01
Camden County, Missouri,45632,2017-07-01
Vernon County, Missouri,20437,2017-07-01
Warren County, Missouri,34373,2017-07-01
Washington County, Missouri,25022,2017-07-01
Wayne County, Missouri,13296,2017-07-01
Webster County, Missouri,38665,2017-07-01
Worth County, Missouri,2057,2017-07-01
Hayes County, Nebraska,893,2017-07-01
Hitchcock County, Nebraska,2834,2017-07-01
Holt County, Nebraska,10202,2017-07-01
Hooker County, Nebraska,674,2017-07-01
Howard County, Nebraska,6437,2017-07-01
Jefferson County, Nebraska,7178,2017-07-01
Curry County, New Mexico,49812,2017-07-01
De Baca County, New Mexico,1829,2017-07-01
Doña Ana County, New Mexico,215579,2017-07-01
Eddy County, New Mexico,56997,2017-07-01
Grant County, New Mexico,27687,2017-07-01
Guadalupe County, New Mexico,4429,2017-07-01
Cape Girardeau County, Missouri,78161,2017-07-01
Carroll County, Missouri,8796,2017-07-01
Carter County, Missouri,6169,2017-07-01
Cass County, Missouri,103724,2017-07-01
Cedar County, Missouri,14073,2017-07-01
Chariton County, Missouri,7480,2017-07-01
Wright County, Missouri,18331,2017-07-01
St. Louis city, Missouri,308626,2017-07-01
Beaverhead County, Montana,9434,2017-07-01
Big Horn County, Montana,13360,2017-07-01
Blaine County, Montana,6708,2017-07-01
Broadwater County, Montana,5936,2017-07-01
Johnson County, Nebraska,5185,2017-07-01
Kearney County, Nebraska,6530,2017-07-01
Keith County, Nebraska,8072,2017-07-01
Keya Paha County, Nebraska,793,2017-07-01
Kimball County, Nebraska,3619,2017-07-01
Knox County, Nebraska,8472,2017-07-01
Sandoval County, New Mexico,142507,2017-07-01
San Juan County, New Mexico,126926,2017-07-01
San Miguel County, New Mexico,27748,2017-07-01
Santa Fe County, New Mexico,148750,2017-07-01
Sierra County, New Mexico,11116,2017-07-01
Socorro County, New Mexico,16798,2017-07-01
Christian County, Missouri,85432,2017-07-01
Clark County, Missouri,6723,2017-07-01
Clay County, Missouri,242874,2017-07-01
Clinton County, Missouri,20554,2017-07-01
Cole County, Missouri,76708,2017-07-01
Cooper County, Missouri,17644,2017-07-01
Carbon County, Montana,10696,2017-07-01
Carter County, Montana,1222,2017-07-01
Cascade County, Montana,81654,2017-07-01
Chouteau County, Montana,5765,2017-07-01
Custer County, Montana,11721,2017-07-01
Daniels County, Montana,1737,2017-07-01
Dawson County, Montana,8950,2017-07-01
Lancaster County, Nebraska,314358,2017-07-01
Lincoln County, Nebraska,35280,2017-07-01
Logan County, Nebraska,768,2017-07-01
Loup County, Nebraska,609,2017-07-01
McPherson County, Nebraska,499,2017-07-01
Madison County, Nebraska,35144,2017-07-01
Ocean County, New Jersey,597943,2017-07-01
Passaic County, New Jersey,512607,2017-07-01
Salem County, New Jersey,62792,2017-07-01
Somerset County, New Jersey,335432,2017-07-01
Sussex County, New Jersey,141682,2017-07-01
Union County, New Jersey,563892,2017-07-01
Crawford County, Missouri,24102,2017-07-01
Dade County, Missouri,7588,2017-07-01
Dallas County, Missouri,16673,2017-07-01
Daviess County, Missouri,8361,2017-07-01
DeKalb County, Missouri,12588,2017-07-01
Dent County, Missouri,15480,2017-07-01
Deer Lodge County, Montana,9106,2017-07-01
Fallon County, Montana,3009,2017-07-01
Fergus County, Montana,11291,2017-07-01
Flathead County, Montana,100000,2017-07-01
Gallatin County, Montana,107810,2017-07-01
Garfield County, Montana,1293,2017-07-01
Merrick County, Nebraska,7882,2017-07-01
Morrill County, Nebraska,4836,2017-07-01
Nance County, Nebraska,3607,2017-07-01
Nemaha County, Nebraska,6949,2017-07-01
Nuckolls County, Nebraska,4275,2017-07-01
Otoe County, Nebraska,16027,2017-07-01
Harding County, New Mexico,692,2017-07-01
Hidalgo County, New Mexico,4305,2017-07-01
Lea County, New Mexico,68759,2017-07-01
Lincoln County, New Mexico,19395,2017-07-01
Los Alamos County, New Mexico,18738,2017-07-01
Luna County, New Mexico,24078,2017-07-01
Douglas County, Missouri,13300,2017-07-01
Dunklin County, Missouri,30119,2017-07-01
Franklin County, Missouri,103330,2017-07-01
Gasconade County, Missouri,14726,2017-07-01
Gentry County, Missouri,6665,2017-07-01
Greene County, Missouri,289805,2017-07-01
Glacier County, Montana,13640,2017-07-01
Golden Valley County, Montana,822,2017-07-01
Granite County, Montana,3358,2017-07-01
Hill County, Montana,16463,2017-07-01
Jefferson County, Montana,11891,2017-07-01
Judith Basin County, Montana,1961,2017-07-01
Pawnee County, Nebraska,2641,2017-07-01
Perkins County, Nebraska,2903,2017-07-01
Phelps County, Nebraska,9060,2017-07-01
Pierce County, Nebraska,7138,2017-07-01
Platte County, Nebraska,33175,2017-07-01
Polk County, Nebraska,5328,2017-07-01
Red Willow County, Nebraska,10728,2017-07-01
Taos County, New Mexico,32795,2017-07-01
Torrance County, New Mexico,15506,2017-07-01
Union County, New Mexico,4187,2017-07-01
Valencia County, New Mexico,75940,2017-07-01
Albany County, New York,309612,2017-07-01
Allegany County, New York,46894,2017-07-01
Grundy County, Missouri,9949,2017-07-01
Harrison County, Missouri,8524,2017-07-01
Henry County, Missouri,21718,2017-07-01
Hickory County, Missouri,9475,2017-07-01
Holt County, Missouri,4413,2017-07-01
Howard County, Missouri,10139,2017-07-01
Lake County, Montana,30273,2017-07-01
Lewis and Clark County, Montana,67773,2017-07-01
Liberty County, Montana,2427,2017-07-01
Lincoln County, Montana,19440,2017-07-01
McCone County, Montana,1718,2017-07-01
Madison County, Montana,8175,2017-07-01
Richardson County, Nebraska,7969,2017-07-01
Rock County, Nebraska,1436,2017-07-01
Saline County, Nebraska,14441,2017-07-01
Sarpy County, Nebraska,181439,2017-07-01
Saunders County, Nebraska,21057,2017-07-01
Scotts Bluff County, Nebraska,36363,2017-07-01
Warren County, New Jersey,106798,2017-07-01
Bernalillo County, New Mexico,676773,2017-07-01
Catron County, New Mexico,3587,2017-07-01
Chaves County, New Mexico,64866,2017-07-01
Cibola County, New Mexico,26853,2017-07-01
Colfax County, New Mexico,12174,2017-07-01
Howell County, Missouri,40103,2017-07-01
Iron County, Missouri,10226,2017-07-01
Jackson County, Missouri,698895,2017-07-01
Jasper County, Missouri,120217,2017-07-01
Jefferson County, Missouri,223810,2017-07-01
Johnson County, Missouri,53897,2017-07-01
Knox County, Missouri,3977,2017-07-01
Meagher County, Montana,1851,2017-07-01
Mineral County, Montana,4255,2017-07-01
Missoula County, Montana,117441,2017-07-01
Musselshell County, Montana,4639,2017-07-01
Park County, Montana,16353,2017-07-01
Petroleum County, Montana,523,2017-07-01
Seward County, Nebraska,17161,2017-07-01
Sheridan County, Nebraska,5289,2017-07-01
Sherman County, Nebraska,3086,2017-07-01
Sioux County, Nebraska,1203,2017-07-01
Stanton County, Nebraska,5988,2017-07-01
Thayer County, Nebraska,5045,2017-07-01
McKinley County, New Mexico,72564,2017-07-01
Mora County, New Mexico,4551,2017-07-01
Otero County, New Mexico,65817,2017-07-01
Quay County, New Mexico,8306,2017-07-01
Rio Arriba County, New Mexico,39159,2017-07-01
Roosevelt County, New Mexico,18847,2017-07-01
Laclede County, Missouri,35443,2017-07-01
Lafayette County, Missouri,32641,2017-07-01
Lawrence County, Missouri,38434,2017-07-01
Lewis County, Missouri,9967,2017-07-01
Lincoln County, Missouri,56183,2017-07-01
Linn County, Missouri,12194,2017-07-01
Phillips County, Montana,4119,2017-07-01
Pondera County, Montana,5960,2017-07-01
Powder River County, Montana,1752,2017-07-01
Powell County, Montana,6795,2017-07-01
Prairie County, Montana,1109,2017-07-01
Ravalli County, Montana,42563,2017-07-01
Richland County, Montana,11039,2017-07-01
Thomas County, Nebraska,725,2017-07-01
Thurston County, Nebraska,7223,2017-07-01
Valley County, Nebraska,4209,2017-07-01
Washington County, Nebraska,20721,2017-07-01
Wayne County, Nebraska,9318,2017-07-01
Webster County, Nebraska,3524,2017-07-01
Bronx County, New York,1471160,2017-07-01
Broome County, New York,193639,2017-07-01
Cattaraugus County, New York,77348,2017-07-01
Cayuga County, New York,77603,2017-07-01
Chautauqua County, New York,129046,2017-07-01
Chemung County, New York,85557,2017-07-01
Livingston County, Missouri,15173,2017-07-01
McDonald County, Missouri,22828,2017-07-01
Macon County, Missouri,15251,2017-07-01
Madison County, Missouri,12243,2017-07-01
Maries County, Missouri,8867,2017-07-01
Marion County, Missouri,28634,2017-07-01
Roosevelt County, Montana,11098,2017-07-01
Rosebud County, Montana,9248,2017-07-01
Sanders County, Montana,11711,2017-07-01
Sheridan County, Montana,3469,2017-07-01
Silver Bow County, Montana,34602,2017-07-01
Stillwater County, Montana,9419,2017-07-01
Wheeler County, Nebraska,818,2017-07-01
York County, Nebraska,13806,2017-07-01
Churchill County, Nevada,24230,2017-07-01
Clark County, Nevada,2204079,2017-07-01
Douglas County, Nevada,48309,2017-07-01
Elko County, Nevada,52649,2017-07-01
Montgomery County, Mississippi,10173,2017-07-01
Neshoba County, Mississippi,29369,2017-07-01
Newton County, Mississippi,21185,2017-07-01
Noxubee County, Mississippi,10742,2017-07-01
Oktibbeha County, Mississippi,49799,2017-07-01
Panola County, Mississippi,33994,2017-07-01
Mercer County, Missouri,3678,2017-07-01
Miller County, Missouri,25228,2017-07-01
Mississippi County, Missouri,13586,2017-07-01
Moniteau County, Missouri,16063,2017-07-01
Monroe County, Missouri,8612,2017-07-01
Montgomery County, Missouri,11438,2017-07-01
Sweet Grass County, Montana,3691,2017-07-01
Teton County, Montana,6085,2017-07-01
Toole County, Montana,4886,2017-07-01
Treasure County, Montana,679,2017-07-01
Valley County, Montana,7433,2017-07-01
Wheatland County, Montana,2140,2017-07-01
Esmeralda County, Nevada,850,2017-07-01
Eureka County, Nevada,1961,2017-07-01
Humboldt County, Nevada,16826,2017-07-01
Lander County, Nevada,5693,2017-07-01
Lincoln County, Nevada,5223,2017-07-01
Lyon County, Nevada,54122,2017-07-01
Mineral County, Nevada,4457,2017-07-01
Pearl River County, Mississippi,55270,2017-07-01
Perry County, Mississippi,12032,2017-07-01
Pike County, Mississippi,39468,2017-07-01
Pontotoc County, Mississippi,31640,2017-07-01
Prentiss County, Mississippi,25261,2017-07-01
Quitman County, Mississippi,7269,2017-07-01
Morgan County, Missouri,20145,2017-07-01
New Madrid County, Missouri,17582,2017-07-01
Newton County, Missouri,58290,2017-07-01
Nodaway County, Missouri,22472,2017-07-01
Oregon County, Missouri,10558,2017-07-01
Osage County, Missouri,13662,2017-07-01
Wibaux County, Montana,1020,2017-07-01
Yellowstone County, Montana,158980,2017-07-01
Adams County, Nebraska,31678,2017-07-01
Antelope County, Nebraska,6362,2017-07-01
Arthur County, Nebraska,457,2017-07-01
Banner County, Nebraska,742,2017-07-01
Lamoille County, Vermont,25337,2017-07-01
Orange County, Vermont,28974,2017-07-01
Orleans County, Vermont,26841,2017-07-01
Rutland County, Vermont,59087,2017-07-01
Washington County, Vermont,58290,2017-07-01
Windham County, Vermont,42869,2017-07-01
Washington County, Virginia,54387,2017-07-01
Westmoreland County, Virginia,17780,2017-07-01
Wise County, Virginia,38586,2017-07-01
Wythe County, Virginia,28882,2017-07-01
York County, Virginia,67739,2017-07-01
Alexandria city, Virginia,160035,2017-07-01
Harris County, Texas,4652980,2017-07-01
Harrison County, Texas,66661,2017-07-01
Hartley County, Texas,5691,2017-07-01
Haskell County, Texas,5746,2017-07-01
Hays County, Texas,214485,2017-07-01
Hemphill County, Texas,4024,2017-07-01
Refugio County, Texas,7224,2017-07-01
Roberts County, Texas,938,2017-07-01
Robertson County, Texas,17203,2017-07-01
Rockwall County, Texas,96788,2017-07-01
Runnels County, Texas,10266,2017-07-01
Rusk County, Texas,52833,2017-07-01
Windsor County, Vermont,55100,2017-07-01
Accomack County, Virginia,32545,2017-07-01
Albemarle County, Virginia,107702,2017-07-01
Alleghany County, Virginia,15122,2017-07-01
Amelia County, Virginia,13020,2017-07-01
Amherst County, Virginia,31594,2017-07-01
Bristol city, Virginia,16790,2017-07-01
Buena Vista city, Virginia,6327,2017-07-01
Charlottesville city, Virginia,48019,2017-07-01
Chesapeake city, Virginia,240397,2017-07-01
Colonial Heights city, Virginia,17830,2017-07-01
Covington city, Virginia,5531,2017-07-01
Henderson County, Texas,81064,2017-07-01
Hidalgo County, Texas,860661,2017-07-01
Hill County, Texas,35852,2017-07-01
Hockley County, Texas,23088,2017-07-01
Hood County, Texas,58273,2017-07-01
Hopkins County, Texas,36496,2017-07-01
Sabine County, Texas,10461,2017-07-01
San Augustine County, Texas,8253,2017-07-01
San Jacinto County, Texas,28270,2017-07-01
San Patricio County, Texas,67215,2017-07-01
San Saba County, Texas,5959,2017-07-01
Schleicher County, Texas,3001,2017-07-01
Appomattox County, Virginia,15681,2017-07-01
Arlington County, Virginia,234965,2017-07-01
Augusta County, Virginia,75144,2017-07-01
Bath County, Virginia,4297,2017-07-01
Bedford County, Virginia,77974,2017-07-01
Bland County, Virginia,6350,2017-07-01
Danville city, Virginia,41130,2017-07-01
Emporia city, Virginia,5282,2017-07-01
Fairfax city, Virginia,24097,2017-07-01
Falls Church city, Virginia,14583,2017-07-01
Franklin city, Virginia,8176,2017-07-01
Fredericksburg city, Virginia,28360,2017-07-01
Galax city, Virginia,6625,2017-07-01
Houston County, Texas,23021,2017-07-01
Howard County, Texas,36040,2017-07-01
Hudspeth County, Texas,4408,2017-07-01
Hunt County, Texas,93872,2017-07-01
Hutchinson County, Texas,21375,2017-07-01
Irion County, Texas,1516,2017-07-01
Jack County, Texas,8832,2017-07-01
Scurry County, Texas,17050,2017-07-01
Shackelford County, Texas,3328,2017-07-01
Shelby County, Texas,25513,2017-07-01
Sherman County, Texas,3067,2017-07-01
Smith County, Texas,227727,2017-07-01
Somervell County, Texas,8845,2017-07-01
Starr County, Texas,64454,2017-07-01
Botetourt County, Virginia,33192,2017-07-01
Brunswick County, Virginia,16244,2017-07-01
Buchanan County, Virginia,21514,2017-07-01
Buckingham County, Virginia,17065,2017-07-01
Campbell County, Virginia,55010,2017-07-01
Caroline County, Virginia,30461,2017-07-01
Hampton city, Virginia,134669,2017-07-01
Harrisonburg city, Virginia,54215,2017-07-01
Hopewell city, Virginia,22621,2017-07-01
Lexington city, Virginia,7106,2017-07-01
Lynchburg city, Virginia,80995,2017-07-01
Manassas city, Virginia,41501,2017-07-01
Jackson County, Texas,14805,2017-07-01
Jasper County, Texas,35561,2017-07-01
Jeff Davis County, Texas,2280,2017-07-01
Jefferson County, Texas,256299,2017-07-01
Jim Hogg County, Texas,5202,2017-07-01
Jim Wells County, Texas,40871,2017-07-01
Stephens County, Texas,9337,2017-07-01
Sterling County, Texas,1295,2017-07-01
Stonewall County, Texas,1388,2017-07-01
Sutton County, Texas,3767,2017-07-01
Swisher County, Texas,7515,2017-07-01
Tarrant County, Texas,2054475,2017-07-01
Carroll County, Virginia,29708,2017-07-01
Charles City County, Virginia,7004,2017-07-01
Charlotte County, Virginia,12119,2017-07-01
Chesterfield County, Virginia,343599,2017-07-01
Clarke County, Virginia,14508,2017-07-01
Craig County, Virginia,5062,2017-07-01
Manassas Park city, Virginia,16591,2017-07-01
Martinsville city, Virginia,13142,2017-07-01
Newport News city, Virginia,179388,2017-07-01
Norfolk city, Virginia,244703,2017-07-01
Norton city, Virginia,3936,2017-07-01
Petersburg city, Virginia,31750,2017-07-01
Johnson County, Texas,167301,2017-07-01
Jones County, Texas,19983,2017-07-01
Karnes County, Texas,15187,2017-07-01
Kaufman County, Texas,122883,2017-07-01
Kendall County, Texas,44026,2017-07-01
Kenedy County, Texas,417,2017-07-01
Taylor County, Texas,136290,2017-07-01
Terrell County, Texas,810,2017-07-01
Terry County, Texas,12715,2017-07-01
Throckmorton County, Texas,1527,2017-07-01
Titus County, Texas,32904,2017-07-01
Tom Green County, Texas,118019,2017-07-01
Culpeper County, Virginia,51282,2017-07-01
Cumberland County, Virginia,9811,2017-07-01
Dickenson County, Virginia,14782,2017-07-01
Dinwiddie County, Virginia,28208,2017-07-01
Essex County, Virginia,11028,2017-07-01
Fairfax County, Virginia,1148433,2017-07-01
Fauquier County, Virginia,69465,2017-07-01
Poquoson city, Virginia,12053,2017-07-01
Portsmouth city, Virginia,94572,2017-07-01
Radford city, Virginia,17658,2017-07-01
Richmond city, Virginia,227032,2017-07-01
Roanoke city, Virginia,99837,2017-07-01
Salem city, Virginia,25862,2017-07-01
Kent County, Texas,763,2017-07-01
Kerr County, Texas,51720,2017-07-01
Kimble County, Texas,4410,2017-07-01
King County, Texas,296,2017-07-01
Kinney County, Texas,3745,2017-07-01
Kleberg County, Texas,31088,2017-07-01
Knox County, Texas,3710,2017-07-01
Travis County, Texas,1226698,2017-07-01
Trinity County, Texas,14667,2017-07-01
Tyler County, Texas,21539,2017-07-01
Upshur County, Texas,41281,2017-07-01
Upton County, Texas,3663,2017-07-01
Uvalde County, Texas,27132,2017-07-01
Val Verde County, Texas,49205,2017-07-01
Floyd County, Virginia,15755,2017-07-01
Fluvanna County, Virginia,26452,2017-07-01
Franklin County, Virginia,56445,2017-07-01
Frederick County, Virginia,86484,2017-07-01
Giles County, Virginia,16837,2017-07-01
Gloucester County, Virginia,37292,2017-07-01
Staunton city, Virginia,24528,2017-07-01
Suffolk city, Virginia,90237,2017-07-01
Virginia Beach city, Virginia,450435,2017-07-01
Waynesboro city, Virginia,22327,2017-07-01
Williamsburg city, Virginia,15031,2017-07-01
Winchester city, Virginia,27932,2017-07-01
Lamar County, Texas,49587,2017-07-01
Lamb County, Texas,13210,2017-07-01
Lampasas County, Texas,21027,2017-07-01
La Salle County, Texas,7584,2017-07-01
Lavaca County, Texas,20062,2017-07-01
Lee County, Texas,17183,2017-07-01
Van Zandt County, Texas,55182,2017-07-01
Victoria County, Texas,92084,2017-07-01
Walker County, Texas,72245,2017-07-01
Waller County, Texas,51307,2017-07-01
Ward County, Texas,11472,2017-07-01
Washington County, Texas,35043,2017-07-01
Goochland County, Virginia,22685,2017-07-01
Grayson County, Virginia,15665,2017-07-01
Greene County, Virginia,19612,2017-07-01
Greensville County, Virginia,11679,2017-07-01
Halifax County, Virginia,34563,2017-07-01
Hanover County, Virginia,105923,2017-07-01
Adams County, Washington,19506,2017-07-01
Asotin County, Washington,22535,2017-07-01
Benton County, Washington,198171,2017-07-01
Chelan County, Washington,76533,2017-07-01
Clallam County, Washington,75474,2017-07-01
Clark County, Washington,474643,2017-07-01
Leon County, Texas,17243,2017-07-01
Liberty County, Texas,83658,2017-07-01
Limestone County, Texas,23527,2017-07-01
Lipscomb County, Texas,3378,2017-07-01
Live Oak County, Texas,12174,2017-07-01
Llano County, Texas,21210,2017-07-01
Webb County, Texas,274794,2017-07-01
Wharton County, Texas,41968,2017-07-01
Wheeler County, Texas,5358,2017-07-01
Wichita County, Texas,132000,2017-07-01
Wilbarger County, Texas,12764,2017-07-01
Willacy County, Texas,21584,2017-07-01
Henrico County, Virginia,327898,2017-07-01
Henry County, Virginia,51227,2017-07-01
Highland County, Virginia,2212,2017-07-01
Isle of Wight County, Virginia,36552,2017-07-01
James City County, Virginia,75524,2017-07-01
King and Queen County, Virginia,7003,2017-07-01
Columbia County, Washington,4047,2017-07-01
Cowlitz County, Washington,106910,2017-07-01
Douglas County, Washington,41945,2017-07-01
Ferry County, Washington,7594,2017-07-01
Franklin County, Washington,92125,2017-07-01
Garfield County, Washington,2210,2017-07-01
Loving County, Texas,134,2017-07-01
Lubbock County, Texas,305225,2017-07-01
Lynn County, Texas,5859,2017-07-01
McCulloch County, Texas,7957,2017-07-01
McLennan County, Texas,251259,2017-07-01
McMullen County, Texas,778,2017-07-01
Madison County, Texas,14222,2017-07-01
Williamson County, Texas,547545,2017-07-01
Wilson County, Texas,49304,2017-07-01
Winkler County, Texas,7574,2017-07-01
Wise County, Texas,66181,2017-07-01
Wood County, Texas,44314,2017-07-01
Yoakum County, Texas,8568,2017-07-01
Young County, Texas,17979,2017-07-01
King George County, Virginia,26337,2017-07-01
King William County, Virginia,16708,2017-07-01
Lancaster County, Virginia,10788,2017-07-01
Lee County, Virginia,23758,2017-07-01
Loudoun County, Virginia,398080,2017-07-01
Louisa County, Virginia,35860,2017-07-01
Grant County, Washington,95158,2017-07-01
Grays Harbor County, Washington,72697,2017-07-01
Island County, Washington,83159,2017-07-01
Jefferson County, Washington,31234,2017-07-01
King County, Washington,2188649,2017-07-01
Kitsap County, Washington,266414,2017-07-01
Marion County, Texas,10064,2017-07-01
Martin County, Texas,5626,2017-07-01
Mason County, Texas,4222,2017-07-01
Matagorda County, Texas,36840,2017-07-01
Maverick County, Texas,58216,2017-07-01
Medina County, Texas,50066,2017-07-01
Zapata County, Texas,14322,2017-07-01
Zavala County, Texas,11948,2017-07-01
Beaver County, Utah,6386,2017-07-01
Box Elder County, Utah,54079,2017-07-01
Cache County, Utah,124438,2017-07-01
Carbon County, Utah,20295,2017-07-01
Lunenburg County, Virginia,12235,2017-07-01
Madison County, Virginia,13277,2017-07-01
Mathews County, Virginia,8779,2017-07-01
Mecklenburg County, Virginia,30686,2017-07-01
Middlesex County, Virginia,10679,2017-07-01
Montgomery County, Virginia,98559,2017-07-01
Kittitas County, Washington,46205,2017-07-01
Klickitat County, Washington,21811,2017-07-01
Lewis County, Washington,78200,2017-07-01
Lincoln County, Washington,10579,2017-07-01
Mason County, Washington,63710,2017-07-01
Okanogan County, Washington,41742,2017-07-01
Menard County, Texas,2124,2017-07-01
Midland County, Texas,165049,2017-07-01
Milam County, Texas,25053,2017-07-01
Mills County, Texas,4921,2017-07-01
Mitchell County, Texas,8468,2017-07-01
Montague County, Texas,19539,2017-07-01
Daggett County, Utah,1029,2017-07-01
Davis County, Utah,347637,2017-07-01
Duchesne County, Utah,20026,2017-07-01
Emery County, Utah,10077,2017-07-01
Garfield County, Utah,5078,2017-07-01
Grand County, Utah,9674,2017-07-01
Nelson County, Virginia,14943,2017-07-01
New Kent County, Virginia,21682,2017-07-01
Northampton County, Virginia,11846,2017-07-01
Northumberland County, Virginia,12275,2017-07-01
Nottoway County, Virginia,15434,2017-07-01
Orange County, Virginia,36073,2017-07-01
Pacific County, Washington,21626,2017-07-01
Pend Oreille County, Washington,13354,2017-07-01
Pierce County, Washington,876764,2017-07-01
San Juan County, Washington,16715,2017-07-01
Skagit County, Washington,125619,2017-07-01
Skamania County, Washington,11837,2017-07-01
Montgomery County, Texas,570934,2017-07-01
Moore County, Texas,22097,2017-07-01
Morris County, Texas,12467,2017-07-01
Motley County, Texas,1230,2017-07-01
Nacogdoches County, Texas,65580,2017-07-01
Navarro County, Texas,48701,2017-07-01
Newton County, Texas,13952,2017-07-01
Iron County, Utah,51001,2017-07-01
Juab County, Utah,11250,2017-07-01
Kane County, Utah,7567,2017-07-01
Millard County, Utah,12863,2017-07-01
Morgan County, Utah,11873,2017-07-01
Piute County, Utah,1420,2017-07-01
Rich County, Utah,2391,2017-07-01
Page County, Virginia,23731,2017-07-01
Patrick County, Virginia,17665,2017-07-01
Pittsylvania County, Virginia,61258,2017-07-01
Powhatan County, Virginia,28601,2017-07-01
Prince Edward County, Virginia,22703,2017-07-01
Prince George County, Virginia,37809,2017-07-01
Snohomish County, Washington,801633,2017-07-01
Spokane County, Washington,506152,2017-07-01
Stevens County, Washington,44730,2017-07-01
Thurston County, Washington,280588,2017-07-01
Wahkiakum County, Washington,4264,2017-07-01
Walla Walla County, Washington,60567,2017-07-01
Nolan County, Texas,14770,2017-07-01
Nueces County, Texas,361221,2017-07-01
Ochiltree County, Texas,10073,2017-07-01
Oldham County, Texas,2114,2017-07-01
Orange County, Texas,85047,2017-07-01
Palo Pinto County, Texas,28570,2017-07-01
Salt Lake County, Utah,1135649,2017-07-01
San Juan County, Utah,15356,2017-07-01
Sanpete County, Utah,30035,2017-07-01
Sevier County, Utah,21316,2017-07-01
Summit County, Utah,41106,2017-07-01
Tooele County, Utah,67456,2017-07-01
Prince William County, Virginia,463023,2017-07-01
Pulaski County, Virginia,34184,2017-07-01
Rappahannock County, Virginia,7321,2017-07-01
Richmond County, Virginia,8939,2017-07-01
Roanoke County, Virginia,93730,2017-07-01
Rockbridge County, Virginia,22659,2017-07-01
Whatcom County, Washington,221404,2017-07-01
Whitman County, Washington,49046,2017-07-01
Yakima County, Washington,250193,2017-07-01
Barbour County, West Virginia,16497,2017-07-01
Berkeley County, West Virginia,114920,2017-07-01
Boone County, West Virginia,22349,2017-07-01
Panola County, Texas,23243,2017-07-01
Parker County, Texas,133463,2017-07-01
Parmer County, Texas,9842,2017-07-01
Pecos County, Texas,15634,2017-07-01
Polk County, Texas,49162,2017-07-01
Potter County, Texas,120458,2017-07-01
Uintah County, Utah,35150,2017-07-01
Utah County, Utah,606425,2017-07-01
Wasatch County, Utah,32106,2017-07-01
Washington County, Utah,165662,2017-07-01
Wayne County, Utah,2719,2017-07-01
Weber County, Utah,251769,2017-07-01
Addison County, Vermont,36776,2017-07-01
Rockingham County, Virginia,80227,2017-07-01
Russell County, Virginia,27048,2017-07-01
Scott County, Virginia,21865,2017-07-01
Shenandoah County, Virginia,43225,2017-07-01
Smyth County, Virginia,30656,2017-07-01
Southampton County, Virginia,17750,2017-07-01
Goliad County, Texas,7562,2017-07-01
Gonzales County, Texas,20893,2017-07-01
Gray County, Texas,22404,2017-07-01
Grayson County, Texas,131140,2017-07-01
Gregg County, Texas,123367,2017-07-01
Grimes County, Texas,28082,2017-07-01
Presidio County, Texas,7156,2017-07-01
Rains County, Texas,11762,2017-07-01
Randall County, Texas,134442,2017-07-01
Reagan County, Texas,3710,2017-07-01
Real County, Texas,3429,2017-07-01
Red River County, Texas,12229,2017-07-01
Reeves County, Texas,15281,2017-07-01
Bennington County, Vermont,35594,2017-07-01
Caledonia County, Vermont,30164,2017-07-01
Chittenden County, Vermont,162372,2017-07-01
Essex County, Vermont,6230,2017-07-01
Franklin County, Vermont,49025,2017-07-01
Grand Isle County, Vermont,6998,2017-07-01
Spotsylvania County, Virginia,133033,2017-07-01
Stafford County, Virginia,146649,2017-07-01
Surry County, Virginia,6540,2017-07-01
Sussex County, Virginia,11373,2017-07-01
Tazewell County, Virginia,41095,2017-07-01
Warren County, Virginia,39563,2017-07-01
Guadalupe County, Texas,159659,2017-07-01
Hale County, Texas,34134,2017-07-01
Hall County, Texas,3071,2017-07-01
Hamilton County, Texas,8422,2017-07-01
Hansford County, Texas,5447,2017-07-01
Hardeman County, Texas,3994,2017-07-01
Hardin County, Texas,57139,2017-07-01
Turner County, South Dakota,8315,2017-07-01
Union County, South Dakota,15029,2017-07-01
Walworth County, South Dakota,5543,2017-07-01
Yankton County, South Dakota,22662,2017-07-01
Ziebach County, South Dakota,2756,2017-07-01
Anderson County, Tennessee,76257,2017-07-01
Williamson County, Tennessee,226257,2017-07-01
Wilson County, Tennessee,136442,2017-07-01
Anderson County, Texas,57741,2017-07-01
Andrews County, Texas,17722,2017-07-01
Angelina County, Texas,87805,2017-07-01
Aransas County, Texas,25572,2017-07-01
Multnomah County, Oregon,807555,2017-07-01
Polk County, Oregon,83696,2017-07-01
Sherman County, Oregon,1758,2017-07-01
